timestamp,imsi,msisdn,call_type,duration_sec,cell_id,tower_lat,tower_lon
2026-01-01T10:00:35Z,250970000039056,79237449064,sms_out,0,B200,55.02,82.9325
2026-01-01T10:00:55Z,250360000064730,79054441700,sms_in,0,E500,55.0176,82.9322
2026-01-01T10:00:46Z,250500000083967,79235419203,voice_fail,0,B200,55.0197,82.9407
2026-01-01T10:00:17Z,250750000096869,79133040520,sms_in,0,C300,55.0177,82.9241
2026-01-01T10:01:04Z,250150000081919,79528031336,sms_in,0,B200,55.0142,82.9257
2026-01-01T10:00:40Z,250760000034121,79990868631,voice_out,652,F600,55.022,82.9353
2026-01-01T10:00:36Z,250500000048219,79990366900,sms_out,0,C300,55.0106,82.9275
2026-01-01T10:00:21Z,250440000028332,79231935107,data_3g,2503,A105,55.0134,82.9389
2026-01-01T10:00:45Z,250840000060143,79992156322,data_lte,2420,C300,55.0139,82.9349
2026-01-01T10:00:18Z,250810000064049,79527780774,voice_out,64,F600,55.0126,82.9437
2026-01-01T10:00:05Z,250610000061019,79050411189,voice_in,2299,F600,55.0107,82.9294
2026-01-01T10:00:49Z,250510000022826,79299333538,voice_fail,0,B200,55.011,82.935
2026-01-01T10:00:05Z,250480000095502,79997604493,data_lte,826,B200,55.0198,82.9289
2026-01-01T10:00:17Z,250110000013179,79521858119,voice_in,242,F600,55.023,82.9348
2026-01-01T10:00:33Z,250610000071936,79535211917,data_3g,24,F600,55.0131,82.9278
2026-01-01T10:00:35Z,250140000024979,79528987518,sms_out,0,A105,55.0099,82.9309
2026-01-01T10:00:08Z,250540000060982,79538818763,sms_out,0,F600,55.0285,82.9372
2026-01-01T10:00:11Z,250150000093583,79990176720,data_lte,2345,D400,55.0111,82.935
2026-01-01T10:00:29Z,250140000068366,79130464411,voice_out,3528,B200,55.0232,82.9252
2026-01-01T10:00:18Z,250790000061884,79991009689,sms_out,0,B200,55.0151,82.9401
2026-01-01T10:00:58Z,250930000012049,79993074489,voice_in,244,B200,55.0167,82.9433
2026-01-01T10:01:04Z,250360000064730,79054441700,voice_in,719,A100,55.01,82.9293
2026-01-01T10:00:40Z,250920000097006,79534918894,data_3g,3426,A100,55.0152,82.9276
2026-01-01T10:00:28Z,250210000077352,79051836013,data_lte,3238,A105,55.0224,82.9359
2026-01-01T10:00:44Z,250400000070759,79030708845,voice_in,239,B200,55.0222,82.9292
2026-01-01T10:00:20Z,250960000024527,79997241141,sms_out,0,C300,55.0153,82.9337
2026-01-01T10:00:13Z,250260000026687,79062653008,voice_out,667,E500,55.0101,82.9402
2026-01-01T10:01:05Z,250210000099883,79053883331,sms_out,0,A105,55.0162,82.9375
2026-01-01T10:00:58Z,250280000022300,79522610625,voice_in,2205,C300,55.0106,82.929
2026-01-01T10:01:04Z,250100000078867,79059212037,voice_in,2185,A100,55.018,82.9242
2026-01-01T10:00:51Z,250210000077352,79051836013,voice_in,1512,C300,55.0236,82.9256
2026-01-01T10:00:11Z,250130000080525,79132500415,data_lte,3511,C300,55.0088,82.9401
2026-01-01T10:00:40Z,250600000095325,79527500296,data_lte,758,B200,55.0104,82.942
2026-01-01T10:00:22Z,250780000051443,79837072792,data_lte,150,C300,55.0178,82.9305
2026-01-01T10:00:27Z,250300000099950,79060975071,voice_fail,0,F600,55.0137,82.9339
2026-01-01T10:00:42Z,250860000043507,79134696919,voice_out,3543,A100,55.028,82.9432
2026-01-01T10:00:44Z,250930000024139,79032076625,voice_out,2371,B200,55.0147,82.9394
2026-01-01T10:00:17Z,250220000099254,79999087160,data_lte,3459,F600,55.0223,82.926
2026-01-01T10:00:09Z,250190000085972,79521171529,voice_fail,0,A105,55.0107,82.9375
2026-01-01T10:00:14Z,250400000010951,79058539610,voice_out,930,E500,55.0283,82.9397
2026-01-01T10:00:36Z,250350000044771,79032510982,data_3g,1554,E500,55.0226,82.943
2026-01-01T10:00:48Z,250740000059352,79538043957,voice_fail,0,B200,55.0283,82.9406
2026-01-01T10:00:33Z,250330000017747,79992142307,voice_in,55,E500,55.0184,82.9253
2026-01-01T10:00:27Z,250180000086101,79528496211,data_3g,881,C300,55.0139,82.9401
2026-01-01T10:00:32Z,250380000068984,79998646247,voice_in,2901,E500,55.0158,82.9387
2026-01-01T10:00:41Z,250950000020958,79137121062,voice_fail,0,F600,55.0125,82.9272
2026-01-01T10:01:08Z,250670000087819,79992602651,voice_fail,0,C300,55.0196,82.933
2026-01-01T10:00:38Z,250670000085342,79999072502,data_3g,2178,F600,55.0275,82.9424
2026-01-01T10:00:11Z,250850000065629,79839718985,data_lte,3058,A100,55.0188,82.9287
2026-01-01T10:01:06Z,250650000080424,79069585926,voice_in,1846,D400,55.0251,82.9346
2026-01-01T10:00:36Z,250970000098565,79297268742,voice_fail,0,E500,55.0233,82.928
2026-01-01T10:01:08Z,250160000060155,79057501980,sms_in,0,F600,55.0269,82.9322
2026-01-01T10:00:41Z,250370000094424,79034451042,data_3g,1921,A105,55.0144,82.9317
2026-01-01T10:00:33Z,250860000072967,79139090218,sms_out,0,D400,55.0275,82.9266
2026-01-01T10:01:05Z,250840000012797,79134066317,voice_out,843,C300,55.0149,82.9335
2026-01-01T10:00:15Z,250230000061669,79138943212,voice_in,996,E500,55.0184,82.9331
2026-01-01T10:00:18Z,250340000050093,79999992006,data_lte,237,E500,55.0128,82.9241
2026-01-01T10:00:47Z,250530000032023,79298068978,voice_fail,0,F600,55.0211,82.9418
2026-01-01T10:00:37Z,250720000040375,79132611768,sms_out,0,E500,55.0265,82.9313
2026-01-01T10:01:03Z,250690000073391,79998100083,sms_in,0,A105,55.011,82.9399
2026-01-01T10:00:13Z,250580000072585,79536239705,voice_fail,0,A100,55.0088,82.9384
2026-01-01T10:00:34Z,250330000098134,79991827298,sms_in,0,C300,55.0169,82.9325
2026-01-01T10:00:39Z,250470000050073,79132287280,voice_fail,0,E500,55.0149,82.9243
2026-01-01T10:00:45Z,250110000075597,79522304307,voice_fail,0,E500,55.0213,82.9285
2026-01-01T10:00:55Z,250840000030998,79055062627,data_3g,2048,A105,55.0119,82.9389
2026-01-01T10:00:58Z,250860000043507,79134696919,voice_out,99,C300,55.011,82.925
2026-01-01T10:00:39Z,250220000037619,79531109587,data_lte,2588,D400,55.0241,82.9316
2026-01-01T10:00:16Z,250420000092129,79991462484,data_lte,3192,F600,55.0272,82.9396
2026-01-01T10:00:36Z,250180000033330,79294339940,voice_out,3507,C300,55.0196,82.9405
2026-01-01T10:00:11Z,250870000022373,79534259178,voice_in,1683,B200,55.0167,82.9362
2026-01-01T10:00:38Z,250930000012049,79993074489,data_lte,2485,F600,55.0225,82.9306
2026-01-01T10:00:56Z,250200000010660,79135605284,sms_out,0,B200,55.026,82.9245
2026-01-01T10:01:07Z,250410000054026,79998625259,voice_out,3195,D400,55.0186,82.9267
2026-01-01T10:00:26Z,250820000012917,79130382248,voice_in,681,E500,55.0257,82.928
2026-01-01T10:00:29Z,250400000070759,79030708845,voice_fail,0,D400,55.0287,82.9306
2026-01-01T10:01:01Z,250670000087819,79992602651,data_lte,3399,F600,55.023,82.926
2026-01-01T10:00:19Z,250650000080424,79069585926,voice_in,2312,A100,55.0162,82.9324
2026-01-01T10:01:05Z,250860000072967,79139090218,voice_in,854,F600,55.0218,82.9366
2026-01-01T10:00:39Z,250460000017242,79526243065,data_lte,1316,C300,55.0111,82.9435
2026-01-01T10:00:13Z,250460000087405,79520366923,data_lte,626,E500,55.0127,82.9321
2026-01-01T10:00:31Z,250250000094896,79996135256,sms_in,0,F600,55.0284,82.9276
2026-01-01T10:00:18Z,250470000050073,79132287280,voice_in,2649,B200,55.0198,82.9249
2026-01-01T10:00:53Z,250340000013071,79239238349,sms_out,0,B200,55.0211,82.9403
2026-01-01T10:01:06Z,250210000075633,79995118351,data_lte,736,A100,55.0167,82.9339
2026-01-01T10:01:01Z,250500000028718,79996952379,sms_out,0,D400,55.0157,82.9297
2026-01-01T10:00:48Z,250610000014683,79297010549,voice_in,854,F600,55.0147,82.9372
2026-01-01T10:00:24Z,250730000062153,79993011243,voice_out,1493,F600,55.0185,82.9413
2026-01-01T10:00:30Z,250430000064844,79033525708,sms_in,0,D400,55.0127,82.9297
2026-01-01T10:01:07Z,250500000089529,79537699627,voice_in,287,B200,55.0283,82.9309
2026-01-01T10:00:13Z,250590000072817,79997045532,sms_out,0,A100,55.0236,82.9362
2026-01-01T10:01:05Z,250110000047829,79523896842,sms_in,0,F600,55.022,82.9366
2026-01-01T10:01:05Z,250610000061019,79050411189,data_3g,1733,F600,55.0238,82.9366
2026-01-01T10:00:25Z,250920000070802,79292511472,voice_in,244,A105,55.0247,82.9259
2026-01-01T10:00:49Z,250130000080189,79064099929,voice_out,2335,E500,55.0092,82.9275
2026-01-01T10:00:56Z,250420000099206,79055401358,sms_out,0,A105,55.0113,82.9415
2026-01-01T10:00:20Z,250340000017035,79996930606,sms_in,0,D400,55.0248,82.943
2026-01-01T10:00:34Z,250750000042446,79837062462,data_3g,1522,A100,55.0118,82.9433
2026-01-01T10:00:56Z,250970000098565,79297268742,data_lte,506,B200,55.0151,82.9281
2026-01-01T10:00:43Z,250690000022577,79060214041,voice_in,2202,B200,55.0142,82.9292
2026-01-01T10:00:32Z,250800000053942,79237689701,voice_fail,0,A105,55.0098,82.9292
2026-01-01T10:01:10Z,250760000054850,79060098468,data_lte,2273,C300,55.0159,82.9243
2026-01-01T10:00:29Z,250160000032022,79135555628,voice_out,905,C300,55.011,82.9356
2026-01-01T10:01:06Z,250910000050632,79838605090,sms_out,0,A100,55.0238,82.9309
2026-01-01T10:01:09Z,250370000084198,79050539201,voice_in,2898,A105,55.0278,82.9269
2026-01-01T10:00:24Z,250500000098040,79530385559,voice_out,2056,B200,55.0182,82.9435
2026-01-01T10:01:04Z,250630000015923,79132746144,data_3g,2093,C300,55.0268,82.9423
2026-01-01T10:00:29Z,250170000045999,79133609661,data_lte,2683,B200,55.0093,82.937
2026-01-01T10:00:54Z,250290000085804,79056917357,voice_out,2023,A105,55.0227,82.9359
2026-01-01T10:00:17Z,250140000017792,79056595781,voice_out,1725,F600,55.0119,82.9337
2026-01-01T10:01:08Z,250100000028192,79069208080,sms_in,0,F600,55.0153,82.9262
2026-01-01T10:00:47Z,250660000091058,79139320075,data_3g,1290,B200,55.0231,82.9435
2026-01-01T10:00:53Z,250460000087405,79520366923,voice_fail,0,F600,55.028,82.9303
2026-01-01T10:00:15Z,250150000041771,79031798823,sms_in,0,A105,55.0145,82.9373
2026-01-01T10:00:28Z,250880000011953,79838316552,voice_in,1242,E500,55.0099,82.9294
2026-01-01T10:00:49Z,250360000035873,79523749330,voice_out,1664,C300,55.0173,82.93
2026-01-01T10:01:03Z,250340000060163,79131718655,data_3g,365,A105,55.0212,82.9403
2026-01-01T10:00:24Z,250880000026427,79834068176,voice_fail,0,C300,55.0222,82.936
2026-01-01T10:00:27Z,250770000041412,79131224722,sms_out,0,E500,55.0125,82.929
2026-01-01T10:00:32Z,250430000034349,79131607870,voice_fail,0,B200,55.0116,82.9339
2026-01-01T10:00:26Z,250290000073329,79069680249,sms_in,0,F600,55.0271,82.9288
2026-01-01T10:00:45Z,250510000067831,79998247823,voice_fail,0,A100,55.0142,82.9435
2026-01-01T10:00:51Z,250740000035077,79296796459,data_lte,3474,D400,55.0228,82.9266
2026-01-01T10:00:24Z,250400000038703,79137538057,voice_out,707,A100,55.0286,82.9263
2026-01-01T10:00:28Z,250880000026129,79130833292,data_3g,1837,F600,55.0213,82.9241
2026-01-01T10:00:57Z,250120000036731,79538419655,data_lte,1260,A105,55.022,82.9243
2026-01-01T10:00:57Z,250230000061669,79138943212,voice_in,3200,B200,55.0138,82.9366
2026-01-01T10:00:59Z,250120000036731,79538419655,sms_in,0,B200,55.0104,82.9267
2026-01-01T10:01:16Z,250680000079445,79994534659,data_lte,3199,C300,55.022,82.9343
2026-01-01T10:01:11Z,250690000033295,79835453451,data_lte,283,B200,55.0108,82.9379
2026-01-01T10:01:15Z,250890000047047,79531178293,voice_fail,0,A100,55.0212,82.9269
2026-01-01T10:00:39Z,250120000029623,79293115996,sms_out,0,B200,55.028,82.9387
2026-01-01T10:00:36Z,250920000097356,79520574413,voice_fail,0,D400,55.024,82.9326
2026-01-01T10:01:10Z,250520000089175,79837082293,voice_in,3083,A100,55.0122,82.9395
2026-01-01T10:00:55Z,250810000092964,79997945950,data_3g,890,D400,55.0111,82.9418
2026-01-01T10:00:44Z,250130000080189,79064099929,data_3g,2656,C300,55.0279,82.9362
2026-01-01T10:00:41Z,250770000066074,79999261351,data_3g,2082,A100,55.0242,82.9262
2026-01-01T10:01:11Z,250990000044248,79299095259,sms_out,0,A100,55.0128,82.9258
2026-01-01T10:00:20Z,250840000016886,79524210660,sms_in,0,E500,55.0196,82.9241
2026-01-01T10:01:13Z,250950000020958,79137121062,sms_in,0,F600,55.0193,82.9287
2026-01-01T10:01:15Z,250970000058919,79539614203,voice_in,1128,C300,55.0275,82.9337
2026-01-01T10:01:10Z,250930000079437,79999873653,data_3g,1842,C300,55.0232,82.9312
2026-01-01T10:01:04Z,250930000048030,79830781906,voice_fail,0,F600,55.0219,82.9352
2026-01-01T10:01:06Z,250290000099886,79990607693,voice_fail,0,F600,55.0202,82.9258
2026-01-01T10:01:01Z,250160000078284,79520879403,voice_out,3125,D400,55.0213,82.9437
2026-01-01T10:00:27Z,250120000085716,79038369999,data_lte,209,F600,55.0284,82.9254
2026-01-01T10:00:20Z,250230000088252,79996518589,voice_in,80,C300,55.0125,82.936
2026-01-01T10:00:42Z,250240000022417,79535167304,voice_in,1189,F600,55.0159,82.9377
2026-01-01T10:00:18Z,250660000079729,79995855830,sms_in,0,C300,55.0255,82.9409
2026-01-01T10:00:31Z,250780000060137,79539583072,sms_out,0,B200,55.027,82.9367
2026-01-01T10:00:24Z,250460000053320,79295817736,sms_in,0,B200,55.0183,82.9367
2026-01-01T10:01:19Z,250390000099788,79231398058,voice_in,3004,B200,55.0282,82.9328
2026-01-01T10:01:16Z,250100000028192,79069208080,data_lte,2086,A105,55.0241,82.934
2026-01-01T10:01:08Z,250300000028985,79994298841,voice_fail,0,E500,55.0244,82.939
2026-01-01T10:00:22Z,250530000032542,79230708922,voice_out,2187,D400,55.0279,82.9243
2026-01-01T10:00:31Z,250850000098696,79056683848,sms_in,0,D400,55.016,82.9438
2026-01-01T10:00:24Z,250190000016124,79238840136,voice_fail,0,A100,55.0169,82.9362
2026-01-01T10:01:07Z,250570000035651,79832536725,data_lte,2694,A105,55.0166,82.9247
2026-01-01T10:00:47Z,250580000081767,79056153952,data_lte,294,E500,55.0213,82.925
2026-01-01T10:00:35Z,250860000024487,79526277896,sms_in,0,B200,55.0163,82.9315
2026-01-01T10:00:57Z,250740000044116,79295462212,data_3g,1580,A100,55.012,82.9287
2026-01-01T10:00:32Z,250950000020958,79137121062,data_lte,2323,B200,55.0107,82.9392
2026-01-01T10:01:09Z,250850000052484,79531759672,voice_out,1916,B200,55.0193,82.9391
2026-01-01T10:00:35Z,250270000031715,79130523967,voice_in,2186,D400,55.0154,82.9392
2026-01-01T10:00:43Z,250110000043539,79030940200,data_3g,371,C300,55.0287,82.9354
2026-01-01T10:00:37Z,250790000012322,79995467076,voice_in,2834,B200,55.0234,82.9308
2026-01-01T10:00:43Z,250390000099788,79231398058,voice_in,387,B200,55.0186,82.9388
2026-01-01T10:01:16Z,250410000076011,79833415190,voice_out,1969,F600,55.0273,82.9278
2026-01-01T10:00:46Z,250200000046078,79990847620,voice_in,2614,C300,55.0196,82.9278
2026-01-01T10:00:44Z,250320000073069,79830421376,data_3g,1559,B200,55.0243,82.9287
2026-01-01T10:00:35Z,250860000029839,79066055628,voice_fail,0,C300,55.0183,82.9316
2026-01-01T10:01:16Z,250720000040375,79132611768,sms_out,0,B200,55.0244,82.9352
2026-01-01T10:00:43Z,250500000083838,79529419598,sms_out,0,B200,55.0133,82.9328
2026-01-01T10:00:41Z,250220000059470,79522019954,sms_in,0,A100,55.0181,82.9387
2026-01-01T10:00:35Z,250970000011108,79035225613,voice_fail,0,C300,55.0204,82.9299
2026-01-01T10:00:37Z,250550000095026,79137878747,data_3g,1022,C300,55.0101,82.9244
2026-01-01T10:00:49Z,250820000030242,79035581188,sms_in,0,E500,55.0277,82.9254
2026-01-01T10:00:42Z,250610000062264,79994047003,data_lte,375,E500,55.0182,82.9361
2026-01-01T10:00:43Z,250690000050931,79833366147,data_3g,3311,F600,55.0163,82.926
2026-01-01T10:00:35Z,250840000091763,79525363543,data_3g,387,C300,55.0134,82.9281
2026-01-01T10:00:29Z,250670000085342,79999072502,data_lte,271,A100,55.0233,82.9302
2026-01-01T10:01:03Z,250120000089323,79139467477,sms_out,0,F600,55.0287,82.9345
2026-01-01T10:00:28Z,250440000022813,79999645641,voice_out,678,A105,55.0103,82.9314
2026-01-01T10:00:31Z,250920000044571,79530680976,data_lte,1630,D400,55.015,82.9283
2026-01-01T10:00:48Z,250310000018191,79999168761,data_3g,2947,B200,55.0235,82.937
2026-01-01T10:00:49Z,250830000045676,79838620415,data_3g,784,A105,55.0114,82.9411
2026-01-01T10:01:19Z,250450000065213,79996240815,voice_out,1572,A105,55.0136,82.9246
2026-01-01T10:01:06Z,250490000061170,79996783507,sms_in,0,A105,55.013,82.9339
2026-01-01T10:00:44Z,250270000062841,79139753965,sms_in,0,B200,55.0123,82.9401
2026-01-01T10:00:22Z,250940000023264,79832431546,voice_fail,0,F600,55.0088,82.9261
2026-01-01T10:01:16Z,250760000099288,79063641731,voice_out,3026,A105,55.0256,82.9431
2026-01-01T10:01:16Z,250890000029796,79527061018,data_lte,3026,A100,55.0242,82.9418
2026-01-01T10:00:48Z,250320000012281,79295268373,voice_out,1812,F600,55.0182,82.928
2026-01-01T10:01:02Z,250210000088422,79991660057,sms_out,0,A105,55.0089,82.9312
2026-01-01T10:00:42Z,250590000010023,79998417533,data_3g,1401,D400,55.0186,82.9279
2026-01-01T10:00:31Z,250640000033374,79234915419,voice_out,2904,D400,55.0209,82.929
2026-01-01T10:00:32Z,250670000025212,79998230325,data_3g,454,A100,55.0189,82.9344
2026-01-01T10:01:10Z,250770000021997,79051307763,voice_fail,0,A100,55.0245,82.9318
2026-01-01T10:00:53Z,250860000063885,79233090453,voice_out,738,A100,55.0176,82.9402
2026-01-01T10:01:12Z,250760000034121,79990868631,data_lte,2262,E500,55.0277,82.9252
2026-01-01T10:01:12Z,250880000035200,79050341055,voice_in,1530,B200,55.0163,82.9427
2026-01-01T10:01:02Z,250430000079209,79297024646,data_3g,2089,A100,55.0288,82.9317
2026-01-01T10:01:02Z,250490000055316,79233229375,sms_out,0,E500,55.0128,82.9316
2026-01-01T10:00:43Z,250270000097596,79536782726,voice_in,2365,A100,55.0181,82.9427
2026-01-01T10:00:42Z,250440000020523,79137692189,sms_out,0,F600,55.0192,82.9289
2026-01-01T10:00:31Z,250420000032859,79064105156,data_3g,1475,C300,55.0104,82.9297
2026-01-01T10:00:44Z,250850000065629,79839718985,voice_out,1234,F600,55.0273,82.937
2026-01-01T10:01:18Z,250340000013013,79296589621,sms_in,0,F600,55.0265,82.9377
2026-01-01T10:00:56Z,250920000070802,79292511472,data_lte,2758,A105,55.0144,82.931
2026-01-01T10:00:32Z,250950000029555,79233195512,data_lte,1192,B200,55.0131,82.9342
2026-01-01T10:00:52Z,250770000049711,79996807295,voice_in,1205,A100,55.0258,82.9438
2026-01-01T10:01:01Z,250190000013002,79535266278,sms_in,0,A105,55.0115,82.9432
2026-01-01T10:00:35Z,250660000010424,79834102097,voice_out,762,D400,55.0129,82.9302
2026-01-01T10:00:29Z,250970000084875,79999393947,data_3g,2775,D400,55.0097,82.9305
2026-01-01T10:00:29Z,250680000082684,79526203422,data_lte,1628,F600,55.0161,82.9276
2026-01-01T10:00:42Z,250430000088932,79295123123,voice_in,2657,E500,55.0224,82.9381
2026-01-01T10:00:50Z,250790000091301,79535987808,sms_in,0,F600,55.0176,82.9251
2026-01-01T10:00:43Z,250320000018723,79234315883,sms_out,0,A100,55.0166,82.9242
2026-01-01T10:00:39Z,250520000051454,79131419643,sms_in,0,C300,55.0254,82.9305
2026-01-01T10:01:13Z,250430000089416,79524027992,sms_out,0,A105,55.0167,82.9399
2026-01-01T10:01:07Z,250280000018342,79068418159,sms_in,0,F600,55.0274,82.9405
2026-01-01T10:01:02Z,250510000073136,79232682534,sms_out,0,C300,55.0276,82.9252
2026-01-01T10:01:09Z,250520000089843,79996227838,data_lte,164,C300,55.0273,82.9352
2026-01-01T10:00:35Z,250250000072806,79032976226,data_3g,1637,B200,55.0125,82.9381
2026-01-01T10:01:07Z,250580000026802,79998219288,voice_fail,0,A105,55.0206,82.9241
2026-01-01T10:00:55Z,250630000023152,79992677693,sms_out,0,E500,55.0252,82.9303
2026-01-01T10:00:52Z,250110000089695,79525993158,data_3g,255,C300,55.0192,82.93
2026-01-01T10:00:49Z,250510000010118,79131581664,sms_in,0,A105,55.0135,82.9403
2026-01-01T10:00:32Z,250210000075633,79995118351,sms_out,0,C300,55.0278,82.9327
2026-01-01T10:00:30Z,250410000088885,79131254334,data_3g,2780,D400,55.0285,82.926
2026-01-01T10:00:27Z,250960000022187,79991676156,voice_fail,0,D400,55.019,82.936
2026-01-01T10:01:05Z,250380000046927,79523165113,voice_out,2501,C300,55.0116,82.9329
2026-01-01T10:00:44Z,250860000012629,79531892520,voice_fail,0,E500,55.0238,82.9272
2026-01-01T10:00:52Z,250910000014475,79030526005,sms_in,0,D400,55.018,82.9369
2026-01-01T10:01:00Z,250520000083679,79293232896,voice_in,1145,E500,55.0088,82.9363
2026-01-01T10:00:50Z,250800000045495,79997850760,data_lte,792,C300,55.0234,82.9403
2026-01-01T10:01:02Z,250240000016066,79030627945,sms_in,0,C300,55.0099,82.9418
2026-01-01T10:01:25Z,250690000050931,79833366147,sms_in,0,E500,55.0135,82.9406
2026-01-01T10:01:25Z,250370000031821,79532683719,data_3g,3458,C300,55.0183,82.9359
2026-01-01T10:01:00Z,250680000076542,79999207336,voice_out,3225,A100,55.0196,82.9293
2026-01-01T10:00:28Z,250130000065488,79990789433,sms_out,0,A105,55.011,82.9324
2026-01-01T10:01:09Z,250650000076525,79999809720,sms_in,0,C300,55.0234,82.9368
2026-01-01T10:01:11Z,250210000072274,79231600103,data_lte,918,F600,55.0151,82.9256
2026-01-01T10:00:46Z,250500000022125,79994285348,voice_fail,0,A100,55.0275,82.9387
2026-01-01T10:01:28Z,250320000079377,79135464602,voice_out,2932,E500,55.0276,82.941
2026-01-01T10:01:17Z,250220000039372,79524805985,voice_out,1465,A105,55.0173,82.9247
2026-01-01T10:00:41Z,250610000080287,79533288008,voice_out,1801,A100,55.0273,82.9362
2026-01-01T10:00:34Z,250950000083084,79060195766,voice_fail,0,B200,55.0277,82.9411
2026-01-01T10:00:34Z,250650000055677,79528948415,voice_in,1585,F600,55.0192,82.942
2026-01-01T10:00:33Z,250580000090148,79534734302,sms_out,0,C300,55.0188,82.9304
2026-01-01T10:00:50Z,250370000016313,79997787173,voice_out,1553,B200,55.0116,82.9259
2026-01-01T10:00:31Z,250950000029638,79835126473,sms_in,0,A105,55.0206,82.9405
2026-01-01T10:00:48Z,250130000032317,79232666256,voice_in,2117,C300,55.0223,82.9378
2026-01-01T10:00:40Z,250640000016138,79031962149,voice_out,1971,A105,55.019,82.9308
2026-01-01T10:00:51Z,250970000017047,79139985882,voice_out,1870,C300,55.0275,82.9373
2026-01-01T10:01:15Z,250340000076560,79999930083,voice_fail,0,C300,55.0111,82.9353
2026-01-01T10:01:28Z,250920000025870,79059286411,voice_fail,0,F600,55.0145,82.9282
2026-01-01T10:00:39Z,250420000080348,79523357602,sms_out,0,E500,55.024,82.9266
2026-01-01T10:01:12Z,250810000092964,79997945950,data_lte,3442,D400,55.0265,82.9272
2026-01-01T10:00:58Z,250760000079179,79137581453,data_lte,1066,A100,55.025,82.9367
